facilities,rating,location,Price,review,total reviews,have bar,have restaurant,have swimming pool,have gym,have internet
"restaurant, bar, swimming pool, gym",6.3,Stokol,7000,"['Very', 'GoodFrom']",8,1,1,1,1,0
bar,,Uberlandia,4500,,,1,0,0,0,0
restaurant,4.9,Stokol,6000,['GoodFrom'],4,0,1,0,0,0
"bar, internet",6.9,Willsmian,18000,"['Very', 'GoodFrom']",10,1,0,0,0,1
"restaurant, bar, gym",7.1,Machlessvile,6600,"['Very', 'GoodFrom']",8,1,1,0,1,0
,,Andeman,53475,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",10.0,Stokol,15000,['ExcellentFrom'],1,1,1,1,0,1
,6.4,Wanderland,10000,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar",3.6,Andeman,3000,['FairFrom'],1,1,1,0,0,0
"restaurant, bar, internet",,Hallerson,7000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",7.6,Uberlandia,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
"restaurant, internet",7.2,Hallerson,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
"restaurant, bar, swimming pool, internet",7.9,Uberlandia,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
"restaurant, bar",2.8,Wanderland,3000,['FairFrom'],3,1,1,0,0,0
"restaurant, internet",,Stokol,50000,,,0,1,0,0,1
"restaurant, bar, swimming pool, gym",From,Andeman,30000,,1,1,1,1,1,0
"restaurant, bar, internet",7.7,Ubisville,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
"restaurant, bar, swimming pool",7.1,Andeman,12500,"['Very', 'GoodFrom']",7,1,1,1,0,0
"restaurant, internet",7.1,Stokol,9500,"['Very', 'GoodFrom']",2,0,1,0,0,1
"bar, swimming pool, gym",8.6,Willsmian,12800,['ExcellentFrom'],4,1,0,1,1,0
"restaurant, internet",4.9,Andeman,19720,['GoodFrom'],30,0,1,0,0,1
"restaurant, bar",,Ubisville,13000,,,1,1,0,0,0
"restaurant, bar",5.6,Wanderland,4500,['GoodFrom'],1,1,1,0,0,0
"restaurant, bar",7.7,Uberlandia,20000,"['Very', 'GoodFrom']",40,1,1,0,0,0
"restaurant, bar, gym",6.9,Andeman,17200,"['Very', 'GoodFrom']",6,1,1,0,1,0
"restaurant, bar, internet",7.8,Machlessvile,9000,"['Very', 'GoodFrom']",12,1,1,0,0,1
"restaurant, bar, internet",8.1,Stokol,14000,['ExcellentFrom'],31,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",5.0,Hallerson,35000,['GoodFrom'],10,1,1,1,1,1
"restaurant, bar",7.0,Andeman,12000,"['Very', 'GoodFrom']",24,1,1,0,0,0
bar,6.3,Andeman,7000,"['Very', 'GoodFrom']",3,1,0,0,0,0
"restaurant, bar, gym, internet",7.4,Hallerson,40000,"['Very', 'GoodFrom']",28,1,1,0,1,1
"restaurant, bar, swimming pool, internet",7.5,Andeman,16500,"['Very', 'GoodFrom']",40,1,1,1,0,1
"restaurant, swimming pool, gym",6.2,Uberlandia,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
"restaurant, bar, swimming pool, internet",8.7,Hallerson,35000,['ExcellentFrom'],15,1,1,1,0,1
"restaurant, bar, gym",7.9,Hallerson,48000,"['Very', 'GoodFrom']",3,1,1,0,1,0
"restaurant, bar, gym, internet",8.3,Andeman,20000,['ExcellentFrom'],18,1,1,0,1,1
"restaurant, swimming pool, internet",6.5,Uberlandia,16000,"['Very', 'GoodFrom']",8,0,1,1,0,1
"restaurant, bar",8.3,Wanderland,15000,['ExcellentFrom'],11,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.7,Uberlandia,12500,['ExcellentFrom'],7,1,1,1,1,1
"restaurant, bar, swimming pool",8.0,Wanderland,25000,['ExcellentFrom'],9,1,1,1,0,0
"restaurant, bar, internet",7.4,Stokol,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.2,Hallerson,24500,"['Very', 'GoodFrom']",23,1,1,1,0,1
"restaurant, bar, internet",7.9,Hallerson,12000,"['Very', 'GoodFrom']",11,1,1,0,0,1
"restaurant, bar",9.6,Wanderland,12800,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, internet",7.2,Hallerson,9200,"['Very', 'GoodFrom']",39,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",5.2,Machlessvile,26875,['GoodFrom'],3,1,1,1,1,1
restaurant,8.4,Willsmian,15000,['ExcellentFrom'],4,0,1,0,0,0
"restaurant, bar, internet",7.7,Wanderland,15000,"['Very', 'GoodFrom']",11,1,1,0,0,1
restaurant,,Andeman,4175,,,0,1,0,0,0
"restaurant, bar",3.9,Willsmian,7000,['FairFrom'],3,1,1,0,0,0
"restaurant, bar, internet",8.1,Wanderland,8000,['ExcellentFrom'],3,1,1,0,0,1
"restaurant, swimming pool, internet",6.4,Wanderland,6000,"['Very', 'GoodFrom']",2,0,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",,Wanderland,6500,,,1,1,1,1,1
"restaurant, bar",,Uberlandia,4500,,,1,1,0,0,0
"restaurant, bar, internet",9.1,Andeman,8000,['ExcellentFrom'],3,1,1,0,0,1
,8.3,Andeman,35000,['ExcellentFrom'],4,2,2,2,2,2
bar,7.4,Wanderland,11500,"['Very', 'GoodFrom']",43,1,0,0,0,0
"restaurant, bar",8.3,Andeman,8000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar, internet",7.9,Wanderland,12000,"['Very', 'GoodFrom']",11,1,1,0,0,1
"restaurant, bar, swimming pool",6.8,Andeman,11150,"['Very', 'GoodFrom']",1,1,1,1,0,0
"bar, internet",7.4,Willsmian,13000,"['Very', 'GoodFrom']",40,1,0,0,0,1
"restaurant, bar, internet",8.0,Hallerson,40000,['ExcellentFrom'],8,1,1,0,0,1
"restaurant, bar, internet",7.4,Andeman,15000,"['Very', 'GoodFrom']",18,1,1,0,0,1
restaurant,6.0,Andeman,5500,"['Very', 'GoodFrom']",79,0,1,0,0,0
"restaurant, bar, internet",8.1,Willsmian,8000,['ExcellentFrom'],3,1,1,0,0,1
bar,,Hallerson,4500,,,1,0,0,0,0
"bar, internet",7.7,Willsmian,12750,"['Very', 'GoodFrom']",34,1,0,0,0,1
"restaurant, internet",7.2,Andeman,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
restaurant,7.2,Stokol,9000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"bar, internet",7.4,Uberlandia,13000,"['Very', 'GoodFrom']",40,1,0,0,0,1
"restaurant, bar, internet",6.8,Uberlandia,17500,"['Very', 'GoodFrom']",94,1,1,0,0,1
"restaurant, bar",,Machlessvile,4000,,,1,1,0,0,0
"bar, swimming pool",7.8,Hallerson,19000,"['Very', 'GoodFrom']",26,1,0,1,0,0
"restaurant, bar, swimming pool",6.7,Andeman,14000,"['Very', 'GoodFrom']",10,1,1,1,0,0
"restaurant, bar, swimming pool, gym, internet",6.9,Hallerson,10000,"['Very', 'GoodFrom']",10,1,1,1,1,1
"restaurant, bar",5.6,Stokol,5400,['GoodFrom'],1,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.8,Machlessvile,66500,['ExcellentFrom'],8,1,1,1,1,1
"restaurant, bar",6.3,Wanderland,11500,"['Very', 'GoodFrom']",34,1,1,0,0,0
"bar, swimming pool, gym, internet",8.2,Hallerson,32000,['ExcellentFrom'],13,1,0,1,1,1
"restaurant, swimming pool, gym",6.2,Hallerson,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
"restaurant, swimming pool",6.2,Uberlandia,19000,"['Very', 'GoodFrom']",21,0,1,1,0,0
"restaurant, internet",8.3,Machlessvile,25000,['ExcellentFrom'],6,0,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",8.7,Stokol,12500,['ExcellentFrom'],7,1,1,1,1,1
"restaurant, bar, internet",6.6,Stokol,13000,"['Very', 'GoodFrom']",16,1,1,0,0,1
"bar, swimming pool",6.4,Stokol,20000,"['Very', 'GoodFrom']",49,1,0,1,0,0
"restaurant, bar, swimming pool",8.0,Wanderland,12000,['ExcellentFrom'],6,1,1,1,0,0
"restaurant, bar, gym, internet",8.3,Uberlandia,20000,['ExcellentFrom'],18,1,1,0,1,1
"restaurant, bar, swimming pool, gym",3.7,Stokol,45000,['FairFrom'],2,1,1,1,1,0
"restaurant, bar, swimming pool, gym, internet",6.9,Stokol,10000,"['Very', 'GoodFrom']",10,1,1,1,1,1
,,Stokol,2500,,,2,2,2,2,2
"restaurant, bar",7.6,Wanderland,9000,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar, internet",8.3,Andeman,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar",7.0,Stokol,12000,"['Very', 'GoodFrom']",24,1,1,0,0,0
"restaurant, bar, internet",7.1,Uberlandia,4000,"['Very', 'GoodFrom']",3,1,1,0,0,1
"restaurant, bar, internet",6.6,Hallerson,13000,"['Very', 'GoodFrom']",16,1,1,0,0,1
restaurant,7.1,Uberlandia,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
"restaurant, bar, swimming pool, gym",5.5,Andeman,7700,['GoodFrom'],3,1,1,1,1,0
"restaurant, bar, internet",5.8,Willsmian,6000,['GoodFrom'],8,1,1,0,0,1
"restaurant, bar",7.8,Wanderland,11000,"['Very', 'GoodFrom']",2,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",,Wanderland,7000,,,1,1,1,1,1
"restaurant, bar, swimming pool, internet",10.0,Hallerson,25000,['ExcellentFrom'],2,1,1,1,0,1
,6.4,Andeman,5500,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar, internet",8.1,Uberlandia,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar",6.2,Wanderland,8000,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, internet",7.2,Willsmian,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
bar,,Willsmian,2500,,,1,0,0,0,0
,,Willsmian,12500,,,2,2,2,2,2
"restaurant, gym, internet",5.6,Willsmian,13000,['GoodFrom'],4,0,1,0,1,1
restaurant,,Stokol,5405,,,0,1,0,0,0
bar,,Andeman,5000,,,1,0,0,0,0
"restaurant, bar",3.6,Willsmian,3000,['FairFrom'],1,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.6,Andeman,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
"restaurant, bar",7.5,Willsmian,16000,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar, internet",,Andeman,7000,,,1,1,0,0,1
"restaurant, bar, internet",6.8,Stokol,18000,"['Very', 'GoodFrom']",4,1,1,0,0,1
"restaurant, bar",8.0,Hallerson,9000,['ExcellentFrom'],4,1,1,0,0,0
"restaurant, bar, swimming pool, gym",9.3,Machlessvile,88600,['ExcellentFrom'],3,1,1,1,1,0
"restaurant, bar, swimming pool, internet",7.8,Hallerson,49500,"['Very', 'GoodFrom']",28,1,1,1,0,1
internet,7.7,Andeman,20000,"['Very', 'GoodFrom']",18,0,0,0,0,1
restaurant,7.1,Wanderland,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
"restaurant, bar, swimming pool, internet",7.5,Andeman,16500,"['Very', 'GoodFrom']",40,1,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",7.8,Andeman,15000,"['Very', 'GoodFrom']",25,1,1,1,1,1
"restaurant, bar, gym, internet",7.2,Uberlandia,30000,"['Very', 'GoodFrom']",44,1,1,0,1,1
"restaurant, bar",,Stokol,4500,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",9.8,Andeman,64800,['ExcellentFrom'],4,1,1,1,0,1
"bar, internet",7.7,Andeman,12750,"['Very', 'GoodFrom']",34,1,0,0,0,1
,6.3,Stokol,35000,"['Very', 'GoodFrom']",46,2,2,2,2,2
"restaurant, gym, internet",5.6,Stokol,13000,['GoodFrom'],4,0,1,0,1,1
"restaurant, bar, swimming pool, gym",,Willsmian,7125,,,1,1,1,1,0
,,Andeman,4500,,,2,2,2,2,2
restaurant,7.1,Willsmian,20000,"['Very', 'GoodFrom']",12,0,1,0,0,0
bar,7.8,Machlessvile,8000,"['Very', 'GoodFrom']",2,1,0,0,0,0
"restaurant, bar, gym, internet",10.0,Stokol,13000,['ExcellentFrom'],1,1,1,0,1,1
"restaurant, bar",,Hallerson,3000,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.5,Hallerson,16500,"['Very', 'GoodFrom']",40,1,1,1,0,1
"restaurant, bar",9.4,Ubisville,20000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, internet",6.6,Willsmian,7000,"['Very', 'GoodFrom']",4,1,1,0,0,1
"restaurant, bar",7.4,Hallerson,20000,"['Very', 'GoodFrom']",50,1,1,0,0,0
"restaurant, bar, internet",6.4,Stokol,10000,"['Very', 'GoodFrom']",16,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.8,Stokol,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, bar, swimming pool, internet",8.7,Wanderland,35000,['ExcellentFrom'],15,1,1,1,0,1
"restaurant, bar, swimming pool",7.1,Machlessvile,12500,"['Very', 'GoodFrom']",7,1,1,1,0,0
"restaurant, bar",6.5,Andeman,4500,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.8,Machlessvile,25000,"['Very', 'GoodFrom']",5,1,1,1,0,1
"restaurant, bar",7.4,Stokol,20000,"['Very', 'GoodFrom']",50,1,1,0,0,0
internet,5.4,Willsmian,4000,['GoodFrom'],13,0,0,0,0,1
"restaurant, bar",2.0,Wanderland,4500,['FairFrom'],1,1,1,0,0,0
"restaurant, bar, internet",8.1,Andeman,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar, internet",6.6,Wanderland,13000,"['Very', 'GoodFrom']",16,1,1,0,0,1
"bar, swimming pool, internet",7.3,Uberlandia,12000,"['Very', 'GoodFrom']",61,1,0,1,0,1
"restaurant, bar, swimming pool",8.0,Stokol,26500,['ExcellentFrom'],1,1,1,1,0,0
"restaurant, bar",8.0,Wanderland,5000,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, swimming pool, internet",5.0,Ubisville,15000,['GoodFrom'],2,0,1,1,0,1
"restaurant, bar",7.6,Machlessvile,9000,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.3,Wanderland,14500,"['Very', 'GoodFrom']",1,1,1,1,0,1
"restaurant, bar, internet",7.7,Willsmian,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
bar,8.7,Wanderland,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, bar, internet",,Wanderland,7475,,,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.9,Hallerson,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
bar,5.8,Andeman,25000,['GoodFrom'],2,1,0,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.4,Machlessvile,43000,['ExcellentFrom'],226,1,1,1,1,1
bar,,Andeman,4500,,,1,0,0,0,0
"swimming pool, gym, internet",7.6,Wanderland,27000,"['Very', 'GoodFrom']",2,0,0,1,1,1
"restaurant, bar",7.3,Stokol,13500,"['Very', 'GoodFrom']",32,1,1,0,0,0
"bar, internet",6.7,Uberlandia,12000,"['Very', 'GoodFrom']",27,1,0,0,0,1
"restaurant, bar",6.5,Machlessvile,4500,"['Very', 'GoodFrom']",7,1,1,0,0,0
,7.0,Hallerson,3700,"['Very', 'GoodFrom']",1,2,2,2,2,2
,5.6,Hallerson,14000,['GoodFrom'],3,2,2,2,2,2
"restaurant, bar, swimming pool, internet",8.7,Andeman,60000,['ExcellentFrom'],17,1,1,1,0,1
"restaurant, bar",8.1,Willsmian,3800,['ExcellentFrom'],36,1,1,0,0,0
,,Stokol,38500,,,2,2,2,2,2
restaurant,7.1,Ubisville,20000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"restaurant, bar",,Wanderland,13000,,,1,1,0,0,0
restaurant,,Uberlandia,8500,,,0,1,0,0,0
,,Willsmian,4200,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym",,Stokol,30000,,,1,1,1,1,0
"restaurant, bar",5.8,Andeman,3000,['GoodFrom'],10,1,1,0,0,0
"restaurant, swimming pool",6.4,Stokol,18000,"['Very', 'GoodFrom']",4,0,1,1,0,0
"restaurant, bar, swimming pool, gym, internet",7.6,Stokol,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
"restaurant, bar, swimming pool, gym",8.6,Willsmian,108900,['ExcellentFrom'],8,1,1,1,1,0
restaurant,,Stokol,2300,,,0,1,0,0,0
"restaurant, bar, gym",5.3,Stokol,11500,['GoodFrom'],4,1,1,0,1,0
"restaurant, bar, swimming pool, gym, internet",5.0,Wanderland,35000,['GoodFrom'],10,1,1,1,1,1
restaurant,,Machlessvile,5405,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",5.2,Andeman,26875,['GoodFrom'],3,1,1,1,1,1
"restaurant, bar, internet",8.6,Stokol,9000,['ExcellentFrom'],2,1,1,0,0,1
"restaurant, bar, internet",9.6,Uberlandia,15000,['ExcellentFrom'],2,1,1,0,0,1
,,Andeman,17250,,,2,2,2,2,2
bar,,Machlessvile,5000,,,1,0,0,0,0
bar,8.7,Uberlandia,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, bar, internet",,Stokol,6000,,,1,1,0,0,1
restaurant,,Machlessvile,7000,,,0,1,0,0,0
"swimming pool, gym, internet",7.6,Stokol,27000,"['Very', 'GoodFrom']",2,0,0,1,1,1
,,Wanderland,8000,,,2,2,2,2,2
"restaurant, bar, internet",7.0,Andeman,5000,"['Very', 'GoodFrom']",14,1,1,0,0,1
"restaurant, bar, internet",,Machlessvile,5000,,,1,1,0,0,1
"restaurant, swimming pool",8.0,Stokol,23000,['ExcellentFrom'],34,0,1,1,0,0
"restaurant, bar",8.3,Stokol,8000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar",,Andeman,2500,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.8,Uberlandia,52875,"['Very', 'GoodFrom']",24,1,1,1,0,1
bar,8.7,Stokol,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, swimming pool, internet",5.0,Hallerson,15000,['GoodFrom'],2,0,1,1,0,1
"restaurant, bar, internet",6.8,Wanderland,17500,"['Very', 'GoodFrom']",94,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",6.9,Andeman,10000,"['Very', 'GoodFrom']",10,1,1,1,1,1
bar,7.2,Wanderland,2500,"['Very', 'GoodFrom']",1,1,0,0,0,0
"restaurant, bar, swimming pool, gym, internet",6.7,Machlessvile,55537,"['Very', 'GoodFrom']",32,1,1,1,1,1
"restaurant, bar, swimming pool, gym, internet",6.7,Machlessvile,40191,"['Very', 'GoodFrom']",10,1,1,1,1,1
"restaurant, internet",4.9,Hallerson,19720,['GoodFrom'],30,0,1,0,0,1
"restaurant, internet",8.0,Machlessvile,18000,['ExcellentFrom'],2,0,1,0,0,1
"restaurant, bar",,Andeman,6000,,,1,1,0,0,0
"restaurant, bar, internet",,Andeman,54450,,,1,1,0,0,1
"restaurant, bar, internet",6.3,Wanderland,22000,"['Very', 'GoodFrom']",30,1,1,0,0,1
"restaurant, bar",7.7,Hallerson,20000,"['Very', 'GoodFrom']",40,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.7,Uberlandia,12500,['ExcellentFrom'],7,1,1,1,1,1
"restaurant, swimming pool",6.4,Machlessvile,18000,"['Very', 'GoodFrom']",4,0,1,1,0,0
swimming pool,8.8,Andeman,35000,['ExcellentFrom'],1,0,0,1,0,0
"restaurant, bar, internet",7.7,Machlessvile,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.9,Uberlandia,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
restaurant,,Uberlandia,2300,,,0,1,0,0,0
"restaurant, bar",9.2,Stokol,13350,['ExcellentFrom'],2,1,1,0,0,0
bar,7.9,Wanderland,8400,"['Very', 'GoodFrom']",13,1,0,0,0,0
"restaurant, bar",6.0,Stokol,7900,"['Very', 'GoodFrom']",1,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.5,Andeman,30000,['ExcellentFrom'],11,1,1,1,1,1
"restaurant, bar, swimming pool, gym",7.8,Uberlandia,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, bar, internet",7.1,Andeman,4000,"['Very', 'GoodFrom']",3,1,1,0,0,1
bar,5.1,Wanderland,35000,['GoodFrom'],7,1,0,0,0,0
"restaurant, bar, internet",7.2,Machlessvile,56000,"['Very', 'GoodFrom']",2,1,1,0,0,1
"restaurant, bar, internet",7.2,Wanderland,9200,"['Very', 'GoodFrom']",39,1,1,0,0,1
"restaurant, bar",From,Andeman,7500,,1,1,1,0,0,0
"restaurant, bar, internet",6.3,Andeman,15000,"['Very', 'GoodFrom']",12,1,1,0,0,1
swimming pool,8.8,Ubisville,35000,['ExcellentFrom'],1,0,0,1,0,0
bar,4.2,Hallerson,8000,['GoodFrom'],5,1,0,0,0,0
"restaurant, internet",7.5,Machlessvile,10500,"['Very', 'GoodFrom']",4,0,1,0,0,1
"restaurant, bar, gym",7.1,Hallerson,6600,"['Very', 'GoodFrom']",8,1,1,0,1,0
"restaurant, bar, swimming pool, gym, internet",8.3,Machlessvile,25000,['ExcellentFrom'],6,1,1,1,1,1
"restaurant, bar, internet",8.3,Wanderland,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar, gym",7.0,Stokol,60500,"['Very', 'GoodFrom']",18,1,1,0,1,0
"restaurant, swimming pool",,Willsmian,80500,,,0,1,1,0,0
"restaurant, bar",8.4,Willsmian,12000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, internet",7.0,Stokol,6500,"['Very', 'GoodFrom']",7,1,1,0,0,1
internet,8.1,Machlessvile,21500,['ExcellentFrom'],57,0,0,0,0,1
,7.6,Andeman,11000,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar, swimming pool, gym",7.2,Machlessvile,63000,"['Very', 'GoodFrom']",10,1,1,1,1,0
"restaurant, bar, gym, internet",7.4,Hallerson,40000,"['Very', 'GoodFrom']",28,1,1,0,1,1
"restaurant, bar",7.3,Machlessvile,13500,"['Very', 'GoodFrom']",32,1,1,0,0,0
"restaurant, bar",6.8,Stokol,23000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, gym, internet",5.6,Uberlandia,13000,['GoodFrom'],4,0,1,0,1,1
"restaurant, bar, swimming pool, gym, internet",,Machlessvile,6500,,,1,1,1,1,1
"bar, swimming pool, gym, internet",6.9,Wanderland,20000,"['Very', 'GoodFrom']",12,1,0,1,1,1
"restaurant, bar",6.2,Andeman,14500,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar, internet",7.7,Ubisville,15000,"['Very', 'GoodFrom']",11,1,1,0,0,1
bar,7.6,Hallerson,5000,"['Very', 'GoodFrom']",1,1,0,0,0,0
"restaurant, bar",7.6,Uberlandia,10000,"['Very', 'GoodFrom']",2,1,1,0,0,0
"restaurant, bar, internet",7.4,Uberlandia,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
,,Stokol,2500,,,2,2,2,2,2
"restaurant, bar, internet",,Stokol,7000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym",From,Willsmian,30000,,1,1,1,1,1,0
"restaurant, bar, gym",6.9,Uberlandia,17200,"['Very', 'GoodFrom']",6,1,1,0,1,0
bar,,Stokol,5000,,,1,0,0,0,0
"restaurant, bar, swimming pool, internet",7.8,Stokol,25000,"['Very', 'GoodFrom']",5,1,1,1,0,1
"restaurant, swimming pool",8.8,Uberlandia,8000,['ExcellentFrom'],1,0,1,1,0,0
"restaurant, bar, swimming pool, gym, internet",,Machlessvile,100000,,,1,1,1,1,1
bar,,Ubisville,4500,,,1,0,0,0,0
"restaurant, bar, swimming pool",8.0,Andeman,25000,['ExcellentFrom'],9,1,1,1,0,0
"bar, internet",7.4,Stokol,13000,"['Very', 'GoodFrom']",40,1,0,0,0,1
,,Machlessvile,53475,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",8.7,Hallerson,60000,['ExcellentFrom'],17,1,1,1,0,1
restaurant,,Hallerson,4175,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym",7.9,Uberlandia,24000,"['Very', 'GoodFrom']",5,1,1,1,1,0
"restaurant, bar, swimming pool, gym, internet",6.9,Willsmian,10000,"['Very', 'GoodFrom']",10,1,1,1,1,1
"restaurant, bar, internet",7.7,Hallerson,15000,"['Very', 'GoodFrom']",11,1,1,0,0,1
"restaurant, bar, internet",,Uberlandia,54450,,,1,1,0,0,1
"restaurant, bar",,Machlessvile,4500,,,1,1,0,0,0
"restaurant, bar",7.1,Wanderland,11000,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar",,Andeman,3300,,,1,1,0,0,0
"restaurant, bar, internet",7.0,Wanderland,20000,"['Very', 'GoodFrom']",23,1,1,0,0,1
,,Stokol,8000,,,2,2,2,2,2
restaurant,7.4,Andeman,10000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"restaurant, swimming pool",6.2,Hallerson,19000,"['Very', 'GoodFrom']",21,0,1,1,0,0
"bar, swimming pool, gym, internet",5.5,Andeman,7000,['GoodFrom'],8,1,0,1,1,1
,,Uberlandia,2200,,,2,2,2,2,2
restaurant,,Uberlandia,2000,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym",8.5,Wanderland,12000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, internet",8.0,Machlessvile,44000,['ExcellentFrom'],7,0,1,0,0,1
"restaurant, bar, internet",8.1,Hallerson,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar",8.4,Uberlandia,2500,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar",,Willsmian,2000,,,1,1,0,0,0
"restaurant, bar",7.3,Andeman,13500,"['Very', 'GoodFrom']",32,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.8,Uberlandia,37250,['ExcellentFrom'],2,1,1,1,1,1
"restaurant, bar",8.0,Willsmian,11500,['ExcellentFrom'],6,1,1,0,0,0
restaurant,6.1,Andeman,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Andeman,17000,"['Very', 'GoodFrom']",16,1,1,1,1,1
"restaurant, bar",9.6,Andeman,8000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar",7.9,Andeman,20500,"['Very', 'GoodFrom']",59,1,1,0,0,0
"restaurant, bar, internet",5.6,Andeman,5000,['GoodFrom'],50,1,1,0,0,1
"restaurant, bar, internet",7.4,Machlessvile,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
internet,5.4,Hallerson,4000,['GoodFrom'],13,0,0,0,0,1
"restaurant, bar, swimming pool, gym, internet",6.7,Wanderland,7140,"['Very', 'GoodFrom']",7,1,1,1,1,1
,2.3,Wanderland,3200,['FairFrom'],2,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",8.4,Wanderland,43000,['ExcellentFrom'],226,1,1,1,1,1
"restaurant, bar",6.7,Andeman,18000,"['Very', 'GoodFrom']",50,1,1,0,0,0
"restaurant, bar, swimming pool, gym",7.8,Machlessvile,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, bar, internet",8.4,Wanderland,14000,['ExcellentFrom'],1,1,1,0,0,1
